allele,gene_family,whitelisted_taxa,product_name,scope,type,subtype,class,subclass,refseq_protein_accession,refseq_nucleotide_accession,curated_refseq_start,genbank_protein_accession,genbank_nucleotide_accession,genbank_strand_orientation,genbank_cds_start,genbank_cds_stop,pubmed_reference,blacklisted_taxa,db_version,enhanced_subclass,to_check
blaPDC-267,blaPDC,,class C beta-lactamase PDC-267,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_109791201.1,NG_057599.1,No,AWI33295.1,MH243341.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-268,blaPDC,,class C beta-lactamase PDC-268,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_109791202.1,NG_057600.1,No,AWI33296.1,MH243342.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-270,blaPDC,,inhibitor-resistant class C beta-lactamase PDC-270,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_109791203.1,NG_057601.1,No,AWI33298.1,MH243344.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-271,blaPDC,,class C beta-lactamase PDC-271,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_058157026.1,NG_057602.1,No,AWI33299.1,MH243345.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-272,blaPDC,,class C beta-lactamase PDC-272,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_109791204.1,NG_057603.1,No,AWI33300.1,MH243346.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-273,blaPDC,,class C beta-lactamase PDC-273,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_109791205.1,NG_057604.1,No,AWI33301.1,MH243347.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-274,blaPDC,,class C beta-lactamase PDC-274,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_109791206.1,NG_057605.1,No,AWI33302.1,MH243348.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-275,blaPDC,,class C beta-lactamase PDC-275,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672883.1,NG_060537.1,No,AWU66402.1,MH450140.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-276,blaPDC,,class C beta-lactamase PDC-276,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672890.1,NG_060546.1,No,AWU66411.1,MH450149.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-277,blaPDC,,class C beta-lactamase PDC-277,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672891.1,NG_060547.1,No,AWU66412.1,MH450150.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-278,blaPDC,,class C beta-lactamase PDC-278,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_070698497.1,NG_060548.1,No,AWU66413.1,MH450151.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-279,blaPDC,,class C beta-lactamase PDC-279,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672892.1,NG_060549.1,No,AWU66414.1,MH450152.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-28,blaPDC,,class C beta-lactamase PDC-28,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_034075190.1,NG_049900.1,No,AEM44533.1,JF326298.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-280,blaPDC,,class C beta-lactamase PDC-280,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672893.1,NG_060550.1,No,AWU66415.1,MH450153.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-281,blaPDC,,class C beta-lactamase PDC-281,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672894.1,NG_060551.1,No,AWU66416.1,MH450154.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-282,blaPDC,,class C beta-lactamase PDC-282,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672895.1,NG_060552.1,No,AWU66417.1,MH450155.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-283,blaPDC,,class C beta-lactamase PDC-283,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672896.1,NG_060553.1,No,AWU66418.1,MH450156.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-284,blaPDC,,class C beta-lactamase PDC-284,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672897.1,NG_060554.1,No,AWU66419.1,MH450157.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-285,blaPDC,,class C beta-lactamase PDC-285,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_073669325.1,NG_060555.1,No,AWU66420.1,MH450158.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-286,blaPDC,,class C beta-lactamase PDC-286,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_016252988.1,NG_060538.1,No,AWU66403.1,MH450141.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-287,blaPDC,,class C beta-lactamase PDC-287,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672898.1,NG_060556.1,No,AWU66421.1,MH450159.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-288,blaPDC,,class C beta-lactamase PDC-288,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672899.1,NG_060557.1,No,AWU66422.1,MH450160.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-289,blaPDC,,class C beta-lactamase PDC-289,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672900.1,NG_060558.1,No,AWU66423.1,MH450161.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-290,blaPDC,,class C beta-lactamase PDC-290,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672901.1,NG_060559.1,No,AWU66424.1,MH450162.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-291,blaPDC,,class C beta-lactamase PDC-291,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672903.1,NG_060561.1,No,AWU66426.1,MH450164.1,+,1,1173,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-292,blaPDC,,class C beta-lactamase PDC-292,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672904.1,NG_060562.1,No,AWU66427.1,MH450165.1,+,1,1173,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-293,blaPDC,,class C beta-lactamase PDC-293,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672905.1,NG_060563.1,No,AWU66428.1,MH450166.1,+,1,1185,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-294,blaPDC,,class C beta-lactamase PDC-294,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672884.1,NG_060539.1,No,AWU66404.1,MH450142.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-295,blaPDC,,class C beta-lactamase PDC-295,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672885.1,NG_060540.1,No,AWU66405.1,MH450143.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-296,blaPDC,,class C beta-lactamase PDC-296,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672886.1,NG_060541.1,No,AWU66406.1,MH450144.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-297,blaPDC,,class C beta-lactamase PDC-297,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672887.1,NG_060542.1,No,AWU66407.1,MH450145.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-298,blaPDC,,class C beta-lactamase PDC-298,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_061193431.1,NG_060543.1,No,AWU66408.1,MH450146.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-299,blaPDC,,class C beta-lactamase PDC-299,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672888.1,NG_060544.1,No,AWU66409.1,MH450147.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-3,blaPDC,,class C extended-spectrum beta-lactamase PDC-3,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_003121934.1,NG_049901.1,No,CAW25588.1,FM209186.1,-,940031,941224,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-30,blaPDC,,class C beta-lactamase PDC-30,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_003110141.1,NG_049902.1,No,AIG19969.1,KJ949047.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-300,blaPDC,,class C beta-lactamase PDC-300,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672889.1,NG_060545.1,No,AWU66410.1,MH450148.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-301,blaPDC,,class C beta-lactamase PDC-301,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672908.1,NG_060566.1,No,AWU66458.1,MH450210.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-302,blaPDC,,class C beta-lactamase PDC-302,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672909.1,NG_060567.1,No,AWU66459.1,MH450211.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-303,blaPDC,,class C beta-lactamase PDC-303,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111672910.1,NG_060568.1,No,AWU66460.1,MH450212.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-304,blaPDC,,class C beta-lactamase PDC-304,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_116786834.1,NG_061620.1,No,AXG63951.1,MG940978.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-305,blaPDC,,class C beta-lactamase PDC-305,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_116786837.1,NG_061624.1,No,AXH79881.1,MG873559.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-306,blaPDC,,class C beta-lactamase PDC-306,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_116786838.1,NG_061625.1,No,AXH79882.1,MG873560.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-307,blaPDC,,class C beta-lactamase PDC-307,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_122630845.1,NG_062258.1,No,AXQ11876.1,MH780084.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-308,blaPDC,,class C beta-lactamase PDC-308,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_122630846.1,NG_062259.1,No,AXQ11877.1,MH780085.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-309,blaPDC,,class C beta-lactamase PDC-309,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_122630847.1,NG_062260.1,No,AXQ11878.1,MH780086.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-31,blaPDC,,class C beta-lactamase PDC-31,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_016562272.1,NG_049903.1,No,AIG19970.1,KJ949048.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-310,blaPDC,,class C beta-lactamase PDC-310,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_122630848.1,NG_062261.1,No,AXQ11879.1,MH780087.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-311,blaPDC,,class C beta-lactamase PDC-311,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_122630849.1,NG_062262.1,No,AXQ11880.1,MH780088.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-312,blaPDC,,class C beta-lactamase PDC-312,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_122630850.1,NG_062263.1,No,AXQ11881.1,MH780089.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-313,blaPDC,,class C beta-lactamase PDC-313,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_122630851.1,NG_062264.1,No,AXQ11882.1,MH780090.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-314,blaPDC,,class C beta-lactamase PDC-314,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_122630852.1,NG_062265.1,No,AXQ11883.1,MH780091.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-315,blaPDC,,class C beta-lactamase PDC-315,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_122630882.1,NG_062302.1,No,AYF58375.1,MH986648.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-316,blaPDC,,class C beta-lactamase PDC-316,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_122630883.1,NG_062303.1,No,AYF58376.1,MH986649.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-317,blaPDC,,class C beta-lactamase PDC-317,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_128268280.1,NG_063888.1,No,AZB74598.1,MK208447.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-318,blaPDC,,class C beta-lactamase PDC-318,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_150823478.1,NG_066525.1,No,QCO43782.1,MK840562.1,+,1,1197,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-319,blaPDC,,class C beta-lactamase PDC-319,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_134254706.1,NG_066526.1,No,QCO43784.1,MK840564.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-32,blaPDC,,class C beta-lactamase PDC-32,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063864579.1,NG_049904.1,No,BAE46546.1,AB211125.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-320,blaPDC,,class C beta-lactamase PDC-320,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_150823479.1,NG_066527.1,No,QCO43785.1,MK840565.1,+,1,1197,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-321,blaPDC,,class C beta-lactamase PDC-321,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_150823480.1,NG_066528.1,No,QCO43786.1,MK840566.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-322,blaPDC,,inhibitor-resistant class C beta-lactamase PDC-322,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_138403314.1,NG_066529.1,No,QCO43787.1,MK840567.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-323,blaPDC,,class C beta-lactamase PDC-323,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_150823481.1,NG_066530.1,No,QCO43788.1,MK840568.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-324,blaPDC,,class C beta-lactamase PDC-324,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_150823482.1,NG_066531.1,No,QCO43790.1,MK840570.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-325,blaPDC,,class C beta-lactamase PDC-325,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_150823483.1,NG_066532.1,No,QCO43791.1,MK840571.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-326,blaPDC,,class C beta-lactamase PDC-326,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_150823484.1,NG_066533.1,No,QCO43792.1,MK840572.1,+,1,1173,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-327,blaPDC,,class C beta-lactamase PDC-327,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_150823485.1,NG_066534.1,No,QCO43793.1,MK840573.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-328,blaPDC,,class C beta-lactamase PDC-328,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_150823486.1,NG_066535.1,No,QCO43794.1,MK840574.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-329,blaPDC,,class C beta-lactamase PDC-329,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_150823487.1,NG_066536.1,No,QCO43795.1,MK840575.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-33,blaPDC,,class C beta-lactamase PDC-33,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_012074328.1,NG_049905.1,No,ABR85124.1,CP000744.1,-,987337,988530,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-330,blaPDC,,class C beta-lactamase PDC-330,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_150823488.1,NG_066537.1,No,QCO43796.1,MK840576.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-331,blaPDC,,class C beta-lactamase PDC-331,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_150823489.1,NG_066538.1,No,QCO43789.1,MK840569.1,+,1,1167,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-332,blaPDC,,class C beta-lactamase PDC-332,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_150823490.1,NG_066539.1,No,QCO43783.1,MK840563.1,+,1,1167,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-333,blaPDC,,class C beta-lactamase PDC-333,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_140423325.1,NG_065445.1,No,QCU71418.1,MK942059.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-334,blaPDC,,class C beta-lactamase PDC-334,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044426.1,NG_065886.1,No,QDC28521.1,MN065798.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-335,blaPDC,,class C beta-lactamase PDC-335,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044427.1,NG_065887.1,No,QDC28522.1,MN065799.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-336,blaPDC,,class C beta-lactamase PDC-336,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044428.1,NG_065888.1,No,QDC28523.1,MN065800.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-337,blaPDC,,class C beta-lactamase PDC-337,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044429.1,NG_065889.1,No,QDM39444.1,MN128570.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-338,blaPDC,,class C beta-lactamase PDC-338,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044430.1,NG_065890.1,No,QDM39445.1,MN128572.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-339,blaPDC,,class C beta-lactamase PDC-339,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044431.1,NG_065891.1,No,QDM39446.1,MN128573.1,+,1,1182,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-34,blaPDC,,class C beta-lactamase PDC-34,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_003137570.1,NG_049906.1,No,AIG19971.1,KJ949049.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-340,blaPDC,,class C beta-lactamase PDC-340,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044432.1,NG_065892.1,No,QDM39448.1,MN148388.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-341,blaPDC,,class C beta-lactamase PDC-341,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044433.1,NG_065893.1,No,QDO71658.1,MN182500.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-342,blaPDC,,class C beta-lactamase PDC-342,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044434.1,NG_065894.1,No,QDO71659.1,MN182501.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-343,blaPDC,,class C beta-lactamase PDC-343,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044435.1,NG_065895.1,No,QDO71660.1,MN182502.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-344,blaPDC,,class C beta-lactamase PDC-344,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044436.1,NG_065896.1,No,QDO71661.1,MN182503.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-345,blaPDC,,class C beta-lactamase PDC-345,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044437.1,NG_065897.1,No,QDO71662.1,MN182504.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-346,blaPDC,,inhibitor-resistant class C beta-lactamase PDC-346,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044438.1,NG_065898.1,No,QDO71663.1,MN182505.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-347,blaPDC,,class C beta-lactamase PDC-347,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044439.1,NG_065899.1,No,QDO71664.1,MN182506.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-348,blaPDC,,class C beta-lactamase PDC-348,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044440.1,NG_065900.1,No,QDO71665.1,MN182507.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-349,blaPDC,,class C beta-lactamase PDC-349,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044441.1,NG_065901.1,No,QDO71666.1,MN182508.1,+,1,1197,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-35,blaPDC,,class C beta-lactamase PDC-35,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_003093423.1,NG_049907.1,No,CBZ41770.1,FR822744.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-350,blaPDC,,class C beta-lactamase PDC-350,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044442.1,NG_065902.1,No,QDO71667.1,MN182509.1,+,1,1173,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-351,blaPDC,,class C beta-lactamase PDC-351,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044443.1,NG_065903.1,No,QDO71668.1,MN182510.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-352,blaPDC,,class C beta-lactamase PDC-352,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044444.1,NG_065904.1,No,QDO71669.1,MN182511.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-353,blaPDC,,class C beta-lactamase PDC-353,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_128550481.1,NG_065905.1,No,QDO71670.1,MN182512.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-354,blaPDC,,class C beta-lactamase PDC-354,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044445.1,NG_065906.1,No,QDO71671.1,MN182513.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-355,blaPDC,,class C beta-lactamase PDC-355,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044446.1,NG_065907.1,No,QDO71672.1,MN182514.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-356,blaPDC,,class C beta-lactamase PDC-356,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044447.1,NG_065908.1,No,QDO71674.1,MN182516.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-357,blaPDC,,class C beta-lactamase PDC-357,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044448.1,NG_065909.1,No,QDO71675.1,MN182517.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-358,blaPDC,,class C beta-lactamase PDC-358,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044449.1,NG_065910.1,No,QDO71676.1,MN182518.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-359,blaPDC,,class C beta-lactamase PDC-359,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044450.1,NG_065911.1,No,QDO71678.1,MN182520.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-36,blaPDC,,class C beta-lactamase PDC-36,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_023100808.1,NG_049908.1,No,AIG19973.1,KJ949051.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-360,blaPDC,,class C beta-lactamase PDC-360,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044451.1,NG_065912.1,No,QDO71679.1,MN182521.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-361,blaPDC,,class C beta-lactamase PDC-361,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_031638595.1,NG_065913.1,No,QDO71680.1,MN182522.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-362,blaPDC,,class C beta-lactamase PDC-362,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044452.1,NG_065914.1,No,QDO71681.1,MN182523.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-363,blaPDC,,class C beta-lactamase PDC-363,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044453.1,NG_065915.1,No,QDO71682.1,MN182524.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-364,blaPDC,,class C beta-lactamase PDC-364,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_121347819.1,NG_065916.1,No,QDO71683.1,MN182525.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-365,blaPDC,,class C beta-lactamase PDC-365,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044454.1,NG_065917.1,No,QDO71684.1,MN182526.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
blaPDC-366,blaPDC,,class C beta-lactamase PDC-366,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_148044455.1,NG_065918.1,No,QDO71685.1,MN182527.1,+,1,1194,,,2020-01-22.1,ESBL (AmpC type),no
